id,name,image,ingredients,steps,source
44,소불고기 만드는 법 실패 없는 황금 레시피,https://recipe1.ezmember.co.kr/cache/recipe/2018/11/28/405922e6c9dc0dd620d9b6e178c3725b1.jpg,"소고기                                                                                불고기용


600g 
올리고당                                                                                                            

1Ts 
진간장                                                                                                            

5Ts 
참기름                                                                                                            

2Ts 
물엿                                                                                                            

1Ts 
맛술                                                                                                            

2Ts 
다진 마늘                                                                                                            

1Ts 
생강가루                                                                                                            

조금 
후추                                                                                                            

조금 
양파                                                                                                            

1/2개 
배                                                                                                            

1/2개 
당근                                                                                                            

1개 
대파                                                                                                            

1뿌리 
구매","키친타월을 이용해서 최대한 핏물을 제거해 주세요 :) 그리고 필요하다면 한번 컷팅 하셔도 좋을 것 같아요소고기 (불고기용) 600g|핏물을 제거한 소고기에 올리고당 1Ts을 넣어서 조물조물해 주세요 올리고당이 없다면 설탕도 좋아요 
20분 정도 놔두세요올리고당 1Ts설탕이나 올리고당을 먼저 넣으면 고기의 육질이 더 부드러워진답니다:)|20분 뒤 진간장 5Ts과 참기름 2Ts, 물엿 1Ts을 넣어주세요진간장 5Ts과 참기름 2Ts, 물엿 1Ts|맛술 2Ts을 넣어주세요맛술 2Ts맛술이 없다면 먹다 남은 소주나 와인도 좋아요 :)|다진 마늘 1Ts과 생강가루를 조금 넣어주면 좋아요다진 마늘 1Ts,생강가루를 조금|후추까지 톡톡 뿌려주세요 :)후추 조금|다시 한번 양념이 잘 배이도록 골고루 섞어주세요|양파를 1/2개 강판에 갈아서 넣으면 맛이 훨씬 좋아진답니다:)양파 1/2개|배 1/2개도 강판에 갈아서 넣어주세요배 1/2개|이렇게 양념을 한 뒤 랩을 씌워 30분 정도 숙성시키면 더 맛있어요 :)|당근 1개를 채썰어주세요당근 1개|파 한뿌리를 송송 썰어주세요파 한뿌리|양념 된 고기만 웍이나 팬에 넣고 센 불에서 재빨리 볶아주세요 
고기가 익아갈때쯤 당근이랑 파까지 넣고 숨이 죽으면 불을 꺼주세요센불고기가 절반 정도 익었을 때 당근을 넣어주세요 고기는 완전히 익고 야채들은 살짝만 익어야지 식감이 좋거든요 :)|그릇에 예쁘게 담아내고 통깨로 마무리하면 소불고기가 완성된답니다:)",https://www.10000recipe.com/recipe/6900932
45,【생생정보통】대박맛집 소불고기 황금레시피,https://recipe1.ezmember.co.kr/cache/recipe/2017/05/04/5ff885008e3d3036c5c7120b71f59c3f1.jpg,"소고기                                                                                                            

1400g 
양파                                                                                                            

1.5개 
당근                                                                                                            

1/2개 
대파                                                                                                            

1줄기 
간장                                                                                                            

16T 
설탕                                                                                                            

8T 
물엿                                                                                                            

8T 
다진마늘                                                                                                            

2.5T 
후추                                                                                                            

1/2T 
참기름                                                                                                            

2T 
갈은사과                                                                                                            

4T 
양파즙                                                                                                            

1팩 
키친타올볼유리볼숟가락위생장갑도마조리용나이프볶음팬요리스푼접시구매","소불고기용 1.4키로 에요~키친타올에 핏물을 빼주세요^~^|생생정보통의 황금비율은 밥수저기준 {간장6스푼,설탕3스푼,물엿3스푼,마늘1스푼,후추1/3스푼,참기름1스푼,사과1스푼} 이에요^~^ 요비율을 지켜서 1.4키로 기준으로 만들어 볼꺼에용~ 큰볼에 핏물뺀 소고기를 넣고|양념장은 밥수저기준 간장16스푼,설탕8스푼,물엿8스푼,마늘2.5스푼,후추가루1/2스푼,사과4스푼듬뿍,참기름2스푼 넣고 여기다가 저는 양파즙한팩(생략가능)도 넣었어요^~^ ※양념 양이 고기양에 따라 틀려지니 잘모르시겠으면 비율만 지켜서 쪼금 넉넉하게 만들어 두셨다가 남은 양념으로 야채나 당면 넣고 잡채 양념으로 해드셔도 맛있어요^~^|만들어둔 양념을 고기에 넣고 버무려 주세요^~^|야채는 큰대파한줄기,양파한개반,당근1/2개를 채썰어서 준비해주시구요~|저는 포장해서 드릴꺼라 야채를 고기에 다섞었어요^~^ 저처럼 이렇게 한꺼번에 다섞으셔도 되고 좀더 식감과 색감이 좋게 하고싶으시면 고기랑 야채랑 따로 두셨다가 구우실때 야채를 넣고 볶으셔도 됩니당^~^|간도 딱맞고 완전 맛있어용~>▽< 엄지척척~!!!! 사과는 꼭넣어 주세요~ 고기도 연해지고 골고루 간도 잘베이면서 사과가 숙성되면서 감칠맛이 난다고 하네요ㅎㅎ",https://www.10000recipe.com/recipe/6869296
46,초간단 고추참치마요 삼각주먹밥 만들기,https://recipe1.ezmember.co.kr/cache/recipe/2019/02/06/10cfd560bbc4204737fe6cf19bb237091.jpg,"밥                                                                                                            

2공기 
고추참치                                                                                                            

1캔 
김                                                                                                            

적당량 
고추장                                                                                                            

2큰술 
설탕                                                                                                            

1큰술 
참기름                                                                                                            

2큰술 
마요네즈                                                                                                            

1큰술 
구매",재료를 준비해주세요~.|밥에 밥양념 재료를 모두 넣고 뭉치지않게 잘섞어주세요~.|TIP: 찬밥으로 만들어주셔도 좋답니다~!!|고추참치는 체에 받쳐 기름을 빼주세요~.|기름을 뺀 고추참치에 마요네즈를 넣고 비벼주세요~.|잘 비빈 후 맛을 보신 후 마요네즈를 더 첨가해주셔도 좋답니다~!!|비닐이나 랩위에 양념한 밥 3큰술정도를 넓게 깔아주고 참치마요를 한큰술 올려주세요~.|랩을 감싸준뒤 모양을 잡아주세요~.|마지막으로 김을 붙여주면 고추참치마요 삼각주먹밥 완성입니다~!!♡♡♡,https://www.10000recipe.com/recipe/6905992
47,[고추참치파스타]캔 참치하나면 뚝딱 해결되요,https://recipe1.ezmember.co.kr/cache/recipe/2015/03/25/24cdd86a0ec33fbac55a91eb5ff1a2461.jpg,"파스타면                                                                                                            

80g 
고추참치                                                                                                            

1캔 
토마토소스                                                                                                            

1.5큰술 
통마늘                                                                                                            

3개 
청양고추                                                                                                            

1개 
올리브오일                                                                                                            

4큰술 
구매",끓는 물에 굵은 소금 약간을 넣어 파스타면을 8분간 삶아주세요.삶아낸 파스타면은 찬물에 헹구지 말고 그대로 체에 올려 올리브오일을 넣고 버무려 두세요.그래야 면이 달라붙지 않으면서도 불지 않아요.|통마늘은 얇게 편 썰어주시고 청양고추는 얇게 썰어주세요.|캔 고추참치랍니다. 이것 참 별미인 듯..김치찌개에 넣어도 맛있는데.. 밥과 쓱싹 비벼먹어도 덮밥으로 즐겨도..혹은 식빵 속에 넣어 고로케로 튀겨내도 맛있는데..이제는 면과 함께 즐겨보니 이게 가장 잘 어울리는 궁합인 듯 해요.|달권진 팬에 올리브오일 2큰술을 두른 후 편썬 마늘과 청양고추를 넣어 달달 센불에서 볶아줍니다.마늘은 튀겨내듯 볶아주는 것이 훨씬 고소하답니다.|불의 세기를 중약불로 조절한 후 고추참치 한캔을 넣어 살짝 볶아준 후|삶아낸 면을 넣어 고추참치와 잘 섞이도록 버무리듯 볶아주세요.|그리고 여기에 토마토소스도 약간 넣어주시면 토마토파스타의 새콤한 맛도 느껴지면서고추참치와 고추의 매콤함까지 모두 느낄 수 있어서 새로워요.그러면서 정말 한끼가 너무 맛있게 느껴진답니다.|한동안 입맛이 없어서 제대로 한끼를 먹어본 기억이 없는데... 오늘은 정말 한그릇 후다닥~ 헤치웠어요.맛이 제대로 느껴지던걸요^^ 확실히 입맛이 없을 때는 매콤한 음식이 딱인듯 싶네요.,https://www.10000recipe.com/recipe/5702113
48,고추참치리조또,https://recipe1.ezmember.co.kr/cache/recipe/2020/07/17/09ce48ff4685c9be5199ab0ba869b44d1.jpg,"고추참치                                                                                                            

1캔 
햇반                                                                                                            

1개 
마요네즈                                                                                                            

100g 
마른 바질가루                                                                                                            

3꼬집 
통후추 가루                                                                                                            

3꼬집 
구매","고추참치는 캔 째 흔들어서 볼에 담고,|마요네즈도 동일수준으로 넣는다.|후추와 바질도 레시피 양만큼 충분히 넣어준다. (기호에 따라 조절)|햇반을 돌리고, 뜨거운 상태에서 비벼준다.|꾸덕꾸덕해지면 완성!!
데코는 파슬리로~",https://www.10000recipe.com/recipe/6936905
49,고구마맛탕 만들기 튀기지 않고~,https://recipe1.ezmember.co.kr/cache/recipe/2018/02/25/9ae57a6045ffce5fdbe74977bb060bbe1.jpg,"고구마                                                                                                            

2-3개 
올리고당                                                                                                            

2스푼 
설탕                                                                                                            

3스푼 
물                                                                                                            

3스푼 
통깨                                                                                                            

약간 
도마조리용나이프믹싱볼채반키친타올프라이팬요리스푼플레이팅접시구매","먼저 고구마는 보통크기 2개정도, 작은건 3개정도의 분량으로 준비했어요.|고구마는 감자칼로 껍질을 벗긴후한입 크기로 듬성듬성 썰어줍니다.도마 , 조리용나이프|전분기를 제거하기 위해찬물에 5분정도 잠시 담궈주구요.믹싱볼 , 채반|키친타올로 물기 제거 후팬에 기름을 두르고 고구마를 구워줍니다. 이게 바로 튀기지 않고 만드는 방법이죠!튀기지 않는 대신 구워주는거에요 :키친타올 , 프라이팬 , 요리스푼|앞뒤옆면이 고루고루 익을수 있게뒤적뒤적 해줍니다. 약불로 슬슬 구워주면 타지않고 익을때까지 구울수 있답니다. 익은지 확인하는 방법은젓가락으로 찔렀을때 쏙- 들어가면 익은거에요!|부드럽게 잘 익은 고구마는 키친타올위에 올려놓고 기름기를 제거해 줍니다. (이대로 먹어도 참 맛나답니다)키친타올|팬에 물 3스푼, 설탕 3스푼올리고당 2스푼을 넣구요. 절대 섞지말고!!그대로 약불에서 끓여줍니다.프라이팬|저절로 완전히 끓을때까지 두다가색이 변하기 시작하면 그때 구워둔 고구마를 넣어 섞어줍니다.|튀기지않아 건강에 나쁘지도 않고! 남녀노소 간식으로도 넘 좋은고구마맛탕 만들기 완성♥",https://www.10000recipe.com/recipe/6885349
50,고구마맛탕 만들기 에어프라이어로 간단하게,https://recipe1.ezmember.co.kr/cache/recipe/2018/12/17/f623b6cf6bb269098ea87bed297961f21.jpg,"고구마                                                                                                            

3~4개 
올리브오일                                                                                                            

4큰술 
조청                                                                                꿀/올리고당/물엿


4큰술 
통깨                                                                                                            

약간 
구매","고구마는 껍질을 벗겨서 준비|껍질을 벗긴 고구마를
한 입 크기로 잘라주고
위생 봉투에 담아서 올리브오일
4큰 술 넣어 비닐째로 흔들어준다|오일이 잘 묻을 수 있도록 
이리저리 흔들어준다|에어프라이어에 200도에서
20분 구워주기
고구마의 크기에 따라 굽기 정도가
틀릴 수 있으니 굽는 시간이 달라질 수 있다에어프라이어|노릇하게 잘 구워진 고구마~
그냥 요래 먹어도 맛있다^^|그래도 이름이 맛탕이니
꿀과 조청을 넣어 살짝 조려주기
난 꿀과 조청을 반반 섞어서 넣어주었지만 집에 있는 재료로 조리하면 된다
물엿이나 올리고당등...
꿀 두어바퀴, 조청도 두어바퀴 돌려 넣어 준다
대략 4큰술 정도 될 듯
맛을 보고 단맛을 보충해 주기|에어프라이어에 튀긴 고구마를 넣어 뒤적뒤적~|단 맛이 골고루 묻을 수 있게
뒤적거리다가 깨 솔솔 뿌려서 완성",https://www.10000recipe.com/recipe/6902222
51,[고구마 요리]초간단 요리 고구마 맛탕 만들기,https://recipe1.ezmember.co.kr/cache/recipe/2015/08/12/1af9f1020eb3bc6fa38f6b1ad5c0f30d1.jpg,"고구마                                                                                                            

 
식용유                                                                                                            

 
설탕                                                                                                            

3T 
올리고당                                                                                                            

2T 
소금                                                                                                            

조금 
깨                                                                                                            

1T 
구매","재료:고구마4개(중간사이즈),설탕3스푼,식용류,검은깨,올리고당2스푼, 소금조금|고구마 맛탕에서 제일 중요한 고구마를 깨끗히 씻어준뒤, 필러를 이용해서 대충 껍질을 정리해 주세요^^
(이부분에서는 저는 껍질을 살짝살짝 보이게 정리해 주었는데, 깨끗하게 정리해 주셔도 상관없어요^^
요리에 정답은 없으니까요!)|필러로 정리한 고구마를 좋아하시는 크기로 잘라주세요
그리고 찬물에 헹구어서 전분기를 제거해 주세요.|찬물에 헹구어둔 고구마를 전자렌지에 2분정도 돌려주세요
이렇게 하면 수분도 제거되고 조리가 빨리되서 시간을 절약할수 있습니다.전자레인지|2분정도 데워서 수분을 제거한 고구마를 키친타올로 물기를 마저 제거해주세요.|그름을 두른 후라이팬에 먼저 기름을 넣고 기름온도를 높여주세요.
고구마 작은거를 살짝넣어봐서 튀겨지기 시작하면 그때 고구마 썰어두었던걸 모두 넣어줍니다.
(저는 후라이팬이 작아서 3번에 나누어서 튀겨주었어요)|익었는지 안익었지 아시는 제일 쉬운방법은 하나를 젓가락으로 찔러봐서 쑤욱 들어가면 익은거랍니다^^|기름종이에 올려서 튀겨진 고구마의 기름기를 빼줍니다.|냄비에 설탕3스푼,물2스푼,올리고당2스푼을 넣고 젓지말고 기다려주세요.|요렇게 뽀글뽀글 올라오면|튀겨놓은 고구마를 같이 섞다가, 불을 꺼주세요|그리고 남은 열로 검은깨 한스푼을 넣고 잘 섞어줍니다.",https://www.10000recipe.com/recipe/6831734
52,닭볶음탕 진짜진짜 황금레시피 알려 드려요~~^^,https://recipe1.ezmember.co.kr/cache/recipe/2017/09/12/e082636233ee03a012fc656d428df5971.jpg,"닭                                                                                                            

1마리 
당면                                                                                                            

 
감자                                                                                                            

3개 
당근                                                                                                            

1/2쪽 
양파                                                                                                            

1~1.5개 
고추                                                                                                            

3개 
대파                                                                                                            

1대 
다진마늘                                                                                                            

5쪽 
우유                                                                                                            

200ml 
멸치                                                                                                            

 
다시마                                                                                                            

 
표고버섯                                                                                                            

 
간장                                                                                                            

8~11큰술 
고추장                                                                                                            

4큰술 
고춧가루                                                                                                            

2큰술 
요리당                                                                                                            

6큰술 
간양파                                                                                                            

1/2개 
청주                                                                                                            

1큰술 
물                                                                                                            

400~600ml 
후추                                                                                                            

약간 
참기름                                                                                                            

약간 
액젓                                                                                                            

1큰술 
전골냄비유리볼스테인레스볼나무도마구매","닭 한마리를 준비 합니다 저희집은 가족이 5명이라 두마리를 준비했어요 대식가거든요 ㅎㅎ|당면을 물에 불려 줍니다|닭을 깨끗이 씻어 손질 해 줍니다|닭 사이사이 붙어있는 기름을 제거해주면 좋아요|잡내를 없애기 위해 우유에 30분정도 담가 둡니다|지금부터 이부분은 해도되고 건너 뛰어도 되는 과정 인데요
닭을 한번후루룩 끓여 줍니다|닭끓인 물을 버리고 차가운물로 헹궈줍니다 이부분에서 제가 두가지를 해봤는데요 1.닭을 우유에 담갔다가 씻은후 삶지않고 조리한경우 2.닭을우유에 담갔다가 삶아서 조리한 경우 한번 삶아서 육수를 버리고난 닭볶음탕은 깊은맛이 없더라구요닭의 잡내를 잡아주는건 좋은데 그냥유유에만 한번 담가주는 방법이 훨씬 진하고 맛있다는 사실 ㅎ 무튼 취향대로 하시면 좋을것 같아요~~^^|고기를 냄비에두고 닭한마리기준 간장9~11 고추장4 고춧가루2 양파갈은거1/2 마늘5알 요리당6 청주1 후추약간 액젓1액젓을 넣으면 감칠맛이 살아나요. 단, 싱겁게 드시는 분들은 간장을 줄이시고 액젓을 추가해요.|이렇게 양념소스를 만들어 주세요 요거 진짜 맛집 하고 거의 흡사한 맛이에요 맛집은 낙지나 새우를 첨가해 주기도 하죠!|냄비에 양념장과 육수600ml를 넣고 한소끔 끓여 줍니다 물대신 육수를 넣어주시면 좀더 감칠맛이 나는데 물로하셔도 맛있어요 육수는 물로 대체 가능물은 당면 넣지 않을때 400ml, 넣을때 600ml를 넣어요.|그사이에 야채손질을 해주시는데요 감자는 모서리를 깎아서 넣는게 좋아요 그렇지않으면 감자가 으깨져서 국물이 텁텁해 질수가 있거든요 깎고 남은 감자는 된장찌개에 넣으시면 좋아요|한소끔 끓을때 감자를 넣어 뚜껑을 덮고 중불에 30분정도 끓여 주세요|대파 양파 당근 고추를 적당한 크기로 잘라 준비해주세요|이제 어느정도 닭과 감자가익었네요|나머지 야채를 넣고|한번더 끓입니다 국물이 넉넉한게 좋으신 분들은 육수를 조금더 추가하고 양념도 살짝 추가 하시면 됩니다|아까 준비해둔 당면을 살짝 삶아 첨가해주세요 삶지않고 충분히 불려서 넣으셔도 됩니다 불릴시간이 없으시면 삶아서 넣어주세요 당면은 안넣으셔도 상관 없어요 참기름 후추(선택가능)도 살짝 첨가해주심 끝",https://www.10000recipe.com/recipe/6876357
53,닭볶음탕 닭도리탕 황금레시피 짱짱맛 칼칼함이 남달라,https://recipe1.ezmember.co.kr/cache/recipe/2018/02/13/e0649f3f0b446f39c9a7bdff70d953691.jpg,"닭                                                                                                            

1마리 
당근                                                                                                            

1/3개 
양파                                                                                                            

1/2개 
감자                                                                                                            

3개 
대파 초록색 부분                                                                                20센티


4개 
청양고추                                                                                                            

4개 
고추장                                                                                                            

2큰술 
고추가루                                                                                                            

7큰술 
설탕                                                                                                            

2큰술 
국간장                                                                                                            

5큰술 
마늘                                                                                듬뿍


1큰술 
물                                                                                                            

1소주잔 
소스볼나무도마믹싱볼궁중팬그라탕기구매","블로그에서 핫한 반응을 일으켰던 닭볶음탕이니 믿고 따라해주세요!파와 청양고추는 어슷 썰고 당근 감자는 큼직하게 썰어주세요|양파는 반을 자른 후 사각으로 썰어주세요|고추장2큰술 고추가루7큰술 설탕2큰술 국간장5큰술 마늘1큰술 넣고 소주잔으로 물1컵 넣고 섞어 주세요간장은 국간장이에요|닭은 끓는 물에 살짝 데쳐냅니다 끓기 시작하면 5분 정도 데친 후|물을 버리고 찬물로 불순물을 씻어주세요|데친 닭을 깊은 팬에 넣고 소주 1컵을 부어줍니다 닭 잡내를 잡아줍니다|당근 감자를 넣어주고 중간에 양념장을 올린 후 물 800ml 넣어주세요 계랑컵이 없으면 재료 끄트머리 2/3 정도만 넣어주세요|강불에서 팔팔 끓어오르면 양념장을 섞고 강불과 중불 사이에서 익히세요|국물이 반으로 졸았을 때 감자와 닭이 익었는지 젓가락으로 찔러 확인하세요화력이 모두 다르니 물이 너무 많이 졸거나 닭,감자가 안 익었다면 물은 뜨거운 물로 추가하셔도 돼요|국물이 요 정도 있는 상태에서 대파 고추 양파를 넣습니다 국물 없게 조리는 건 비추구요 국물이 있게 졸여주세요|대파 청양 고추 양파를 넣은 후 휘리릭 섞고 1분 후 불을 끕니다|국물은 요 정도로 졸이면 돼요 아주 칼칼하기 때문에 국물이 있어야 밥도 비벼 먹고 맛있답니다|국물을 매콤 칼칼하게 먹을 수 있어서 맛집 식당에서 맛보는듯한 닭볶음탕 레시피 완성! 양념장이 황금 비율이랍니다
비율은 모두 지켜주세요 여러번 해보고 터득한 황금비율이에요^^황금팁은 양념장 비율과 야채 넣고 1분 후에 불을 끄는 것이랍니다|국물을 많이 있게 졸이면 매콤한 국물닭도리탕 백숙처럼 부드러운 닭고기에 국물을 얹어먹을 수 있는 스타일 (국물이 매콤 칼칼) 취향에 따라 졸여주세요",https://www.10000recipe.com/recipe/6883937
54,"닭볶음탕 황금레시피, 밖에서 사 먹는 닭도리탕 맛을 집에서 내봤어요 ~",https://recipe1.ezmember.co.kr/cache/recipe/2018/04/12/2076df59d8069db371742e6c146118db1.jpg,"닭볶음탕용 닭                                                                                                            

1마리 
감자                                                                                                            

2개 
양파                                                                                                            

1개 
당근                                                                                                            

1/3개 
다진 대파                                                                                또는 쪽파


2줌 
물                                                                                                            

600ml 
통깨                                                                                                            

약간 
고춧가루                                                                                                            

2큰술 
고추장                                                                                                            

4큰술 
진간장                                                                                                            

10큰술 
다진 마늘                                                                                                            

1큰술 
설탕                                                                                                            

4큰술 
올리고당                                                                                                            

1큰술 
생강가루                                                                                                            

1작은술 
미림                                                                                                            

2큰술 
후춧가루                                                                                                            

약간 
인덱스도마조리용나이프믹싱볼나무요리스푼스텐믹싱볼냄비계량컵전골냄비구매","먼저 감자는 1개당 4등분으로 나누어줬고요. 테두리를 둥그렇게 깎아 준비했어요. 양파와 당근은 먹기 좋은 크기로 잘라주시고요. 대파(또는 쪽파)는 송송 썰어주세요.취향에 따라 떡국 떡이나 당면을 넣어주셔도 좋아요. (당면은 요리 30분 전 미리 찬물에 담가두었다가 사용하세요.) **|고춧가루 2 큰 술, 고추장 4 큰 술, 다진 마늘 1 큰 술, 진간장 10 큰 술, 설탕 4 큰 술, 올리고당 1 큰 술, 미림 2 큰 술, 생강가루 1 작은 술, 후춧가루 약간 넣고 잘 섞어 양념장을 만들어주세요.|닭볶음용 닭은 불필요한 지방 덩어리 손질 후 흐르는 물에 깨끗이 씻어주시고요.우유에 10-15분 정도 재워주셔도 좋아요|끓는 물에 살짝 데쳐준 뒤 흐르는 물에 닭을 헹궈주세요.|냄비에 닭과 양념장, 물 600ml를 넣어주시고요.국물이 끓어오르면 감자를 넣고 20-30분 정도 중불에서 끓여주세요.|20-30분 후 국물이 어느 정도 졸아들고 닭과 감자가 익으면 양파와 당근도 넣어주시고요. 한소끔 더 끓여주세요.국물 맛을 한 번 보시고, 약간 싱겁다면 간장을 약간 추가해주시거나 국물을 좀 더 졸여주세요 ^^|저는 조금 더 졸여줬고요. 마지막으로 송송 썬 대파(또는 쪽파)를 넣고 마무리해주었어요.|닭볶음탕 맛있게 먹는 방법 알려드릴까요?|많이들 알고 계시는 방법이겠지만, 일단 닭고기 한 점을 앞접시에 갖다 놓고 살만 싹 발라내요. 그리고 나서 포슬포슬 잘 익은 감자도 하나 가져오고요. 국물을 세 숟가락 정도 담아주세요. 마지막으로 김이 모락모락 나는 갓 지은 흰쌀밥을 한 숟가락 푹 퍼서 대충 비벼 먹는 거죠 ~여기에 김가루 살살 뿌려서 같이 먹어도 짱 맛있다는 거 +_+ 하긴... 뭐든 안 맛있겠어요. 닭볶음탕인데 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ|식당에서 먹는 닭볶음탕 그대로 집에서 쉽게 만들어 먹을 수 있는 오늘의 뽕림이표 닭볶음탕 황금레시피 - 이웃님들도 한 번 만들어드셔보세요 :)",https://www.10000recipe.com/recipe/6887142
55,초간단 샤브샤브,https://recipe1.ezmember.co.kr/cache/recipe/2018/11/10/bd8253ea8659e49d1ef773fce36853d51.jpg,"업진살 소고기                                                                                                            

900g 
숙주                                                                                                            

1봉지 
청경채                                                                                                            

1봉지 
배추                                                                                                            

1봉지 
국수장국가쓰오                                                                                                            

120ml 
구매","물과 가쓰오부시 장국을 준비해줍니다.|물에 장국을 부은 후 끓여줍니다.|샤브샤브에 넣을 재료를 준비해줍니다.
취향에 따라 원하시는 야채, 버섯, 고기를 넣어주시면 됩니다.|청경채와 숙주나물을 씻어줍니다.|끓는 물에 청경채와 숙주나물을 넣어줍니다.|살짝 끓여줍니다.|고기를 넣어줍니다.|고기가 익으면 야채와 함께 건져먹습니다.|샤브샤브의 마무리는 계란죽!!
밥을 넣어서 끓이다가 계란을 깨서 넣고 마지막으로 김가루를 뿌리고 섞으면 완성!",https://www.10000recipe.com/recipe/6901297
56,버섯전골 - 이래서 백종원 버섯전골 하는구나,https://recipe1.ezmember.co.kr/cache/recipe/2016/10/04/28f97dc70fb0e63aa9dbfb03a505f0511.jpg,"다양한버섯                                                                                느타리/표고/팽이/새송이/꼬마


 
대파                                                                                                            

 
당근                                                                                                            

 
양파                                                                                                            

 
소불고기                                                                                                            

 
물                                                                                                            

2컵 
된장                                                                                                            

0.5 
고추장                                                                                                            

1 
고춧가루                                                                                                            

3 
설탕                                                                                                            

1 
다진마늘                                                                                                            

1 
국간장                                                                                                            

1/5 
간장                                                                                                            

1/5 
물                                                                                                            

2컵 
구매","버섯전골에 들어갈 버섯은 취향껏 준비합니다. 그리고 먹기 좋은 크기로 썰어서 준비하고|함께 넣을 채소도 준비 양파는 채썰고 당근은 얇고 길쭉하게 대파는 반으로 갈라 당근 길이와 바슷하게 잘라 주고|소고기는 한입 크기로 썰어주고|팬에 고기 넣고 물 2컵을 부어 고기가 뭉치지 않게 풀어주고|국간장1/5컵,다진마늘1,된장0.5,고추장1,고춧가루3,설탕1을 넣고 고기와 양념이 뭉치지 않게 섞어 끓여주고|고기가 익으면 따로 빼둔다.|끓이다 중간에 육수가 부족할수 있으니 간장1/5,물두컵을 섞어 육수를 따로 준비해 둔다. 끓여 놓은 육수에 손질한 버섯,채소(양파,당근,대파)를 고루 올려주고 건져낸 고기를 중심에 올려준다.|전골모양을 예쁘게 잡고 이젠 불 위에 올려 보글 보글 끓여주기 넉넉한 국물을 원하면 만들어 두었던 육수를 조금씩 부어가며 끓여준다.",https://www.10000recipe.com/recipe/6857889
57,만두전골 만들기~ 만두전골 황금레시피,https://recipe1.ezmember.co.kr/cache/recipe/2015/04/09/8c613f12636be8c6ba21d9ed053a44031.jpg,"왕만두(김치만두)                                                                                                            

7~9개 
사골                                                                                350g


1팩 
두부(물두부)                                                                                                            

1/2모 
양파                                                                                                            

1/4개 
버섯                                                                                                            

 
떡국떡                                                                                                            

 
당면                                                                                                            

 
파                                                                                                            

 
고추장                                                                                                            

1.5큰술 
고추가루                                                                                                            

3큰술 
국간장                                                                                                            

2큰술 
간장                                                                                                            

1큰술 
굴소스                                                                                                            

1큰술 
다진마늘                                                                                                            

1~2큰술 
매실액                                                                                                            

1큰술 
맛술                                                                                                            

1큰술 
청양고추                                                                                                            

1~2개 
후추                                                                                                            

약간 
구매","전골냄비에 재료를 담고 사골육수 한팩을 부어준 후 나머지는 물을 알맞게 부어주세요. 전 정수기물 사용했어요.|양념장을 만들어줍니다. (고추장 1.5큰술, 고추가루 3큰술, 국간장 2큰술, 간장 1큰술, 굴소스 1큰술, 다진마늘 1~2큰술, 매실액 1큰술, 맛술 1큰술, 후추 약간)|양념장을 넣고 끓여주세요.|뜨거운 물에 살짝 불려둔 당면을 넣어줍니다.|마지막에 청양고추 넣으면 완성!",https://www.10000recipe.com/recipe/6512610
58,(다이어트식) 칵테일 새우 야채 볶음,https://recipe1.ezmember.co.kr/cache/recipe/2015/08/24/cabb1e24e939caa402937854236cfb2d1.jpg,"칵테일새우                                                                                                            

 
각종야채                                                                                                            

 
마늘                                                                                                            

 
올리브유                                                                                식용유


 
소금                                                                                                            

 
후추                                                                                                            

 
구매","브로콜리의 두꺼운 줄기부분을 숭덩 잘라준다.
너무 많이 잘라서 브로콜리가 해체되지 않도록 주의한다.|양파, 버섯을 적당한 크기로 잘라주고
마늘은 살짝 큼직하게 다져준다.|끓는물에 소금을 살짝 넣고
브로콜리를 2분정도 데쳐준다.
너무 오래 데치면 브로콜리가 물러져 식감이 안좋아지니 주의한다!|자숙새우를 준비하고|새우 끓일 물이 끓으면 레몬즙을 한스푼 넣고|새우를 끓여준다.
자숙 새우라고 해도 생각보다 부유물이 많이 나오므로
끓여주는 과정을 생략하면 아니되요!|30초~1분가량 데친 새우를 뜰체에 넣고 식혀준다.
절대 찬물에 샤워시키면 안됨!|달궈진 팬에 올리브유를 두르고
아까 준비해놓은 다진 마늘은 넣어 기름에서 마늘향이 나게 한다.|마늘향이 날때쯤, 야채를 넣고 소금 후추 간을 한다.|마지막으로 삶아놓은 새우를 넣고 볶아준다.",https://www.10000recipe.com/recipe/6832665
